season,team,player_name,player_sofa_id,tm_href,position,position_label,birth_date,age,market_value,rating,goals,assists,expectedGoals,expectedAssists,minutesPlayed,matchesStarted,appearances,yellowCards,redCards,shotsOnTarget,accuratePassesPercentage,keyPasses,successfulDribblesPercentage,tackles,interceptions,bigChancesCreated,bigChancesMissed
Bundesliga 25/26,SC Freiburg,Maximilian Philipp,171927,/maximilian-philipp/profil/spieler/143891,F,Atacante,1994-03-01,31.4,500000.0,6.35,0,0,,0.0,32,0,2,0,0,0,50.0,0,0.0,1,0,0,0
Bundesliga 25/26,SC Freiburg,Merlin Röhl,1064082,/merlin-rohl/profil/spieler/608832,M,Meio-campo,2002-07-05,23.1,16000000.0,6.3,0,0,,0.03,65,0,2,0,0,0,89.29,0,0.0,1,0,0,0
Bundesliga 25/26,VfL Wolfsburg,Kamil Grabara,902080,/kamil-grabara/profil/spieler/346551,G,Goleiro,1999-01-08,26.6,12000000.0,7.21,0,0,0.04,0.12,3060,34,34,1,0,0,66.0,3,100.0,1,1,0,0
Bundesliga 25/26,VfL Wolfsburg,Maximilian Arnold,147289,/maximilian-arnold/profil/spieler/117674,M,Meio-campo,1994-05-27,31.2,3000000.0,7.1,1,4,0.43,4.09,1860,20,25,5,0,5,84.74,29,62.5,22,24,11,0
Bundesliga 25/26,VfL Wolfsburg,Christian Eriksen,105734,/christian-eriksen/profil/spieler/69633,M,Meio-campo,1992-02-14,33.5,2500000.0,6.91,3,9,5.96,7.65,2419,27,31,4,0,14,77.69,63,47.62,38,18,15,3
Bundesliga 25/26,VfL Wolfsburg,Vinícius Souza,979290,,M,Meio-campo,1999-06-17,26.1,,6.88,0,0,0.91,0.58,1778,22,24,5,0,2,80.96,8,57.14,55,27,1,1
Bundesliga 25/26,VfL Wolfsburg,Patrick Wimmer,987504,/patrick-wimmer/profil/spieler/533295,M,Meio-campo,2001-05-30,24.2,12000000.0,6.88,4,3,3.12,2.19,1634,21,25,4,0,8,65.18,16,50.67,47,25,4,4
Bundesliga 25/26,VfL Wolfsburg,Andreas Skov Olsen,888537,/andreas-skov-olsen/profil/spieler/432982,M,Meio-campo,1999-12-29,25.6,6000000.0,6.81,1,0,0.32,0.94,369,4,8,1,0,2,87.3,7,75.0,2,1,1,1
Bundesliga 25/26,VfL Wolfsburg,Mohamed Amoura,1107591,/mohamed-amoura/profil/spieler/746910,F,Atacante,2000-05-09,25.2,20000000.0,6.74,8,3,8.6,2.51,1935,23,30,2,0,19,69.64,25,34.04,38,7,7,11
Bundesliga 25/26,VfL Wolfsburg,Konstantinos Koulierakis,1184855,/konstantinos-koulierakis/profil/spieler/669380,D,Defensor,2003-11-28,21.7,25000000.0,6.73,4,1,3.22,1.37,2488,27,29,5,0,12,84.3,14,42.86,39,37,3,4
Bundesliga 25/26,VfL Wolfsburg,Jonas Wind,826069,/jonas-wind/profil/spieler/391004,F,Atacante,1999-02-07,26.5,4000000.0,6.72,1,0,1.17,0.52,480,5,11,1,0,6,63.45,5,66.67,0,0,0,3
Bundesliga 25/26,VfL Wolfsburg,Kevin Paredes,1016810,/kevin-paredes/profil/spieler/711517,M,Meio-campo,2003-05-07,22.2,2000000.0,6.72,0,0,0.06,0.16,172,1,6,1,0,1,78.57,1,33.33,4,2,0,0
Bundesliga 25/26,VfL Wolfsburg,Adam Daghim,1180758,/adam-daghim/profil/spieler/881297,F,Atacante,2005-09-28,19.8,7500000.0,6.71,2,3,2.48,2.71,1381,12,27,3,0,9,66.75,18,34.69,26,13,6,5
Bundesliga 25/26,VfL Wolfsburg,Denis Vavro,293127,/denis-vavro/profil/spieler/239962,D,Defensor,1996-04-10,29.3,5000000.0,6.71,1,0,0.92,0.21,1210,13,17,2,0,5,85.33,3,100.0,8,14,0,2
Bundesliga 25/26,VfL Wolfsburg,Bence Dárdai,1418624,/bence-dardai/profil/spieler/789252,M,Meio-campo,2006-01-24,19.5,5000000.0,6.7,0,0,,0.0,34,0,1,0,0,0,100.0,1,0.0,1,1,0,0
Bundesliga 25/26,VfL Wolfsburg,Václav Černý,280631,/vaclav-cerny/profil/spieler/242063,M,Meio-campo,1997-10-17,27.8,7000000.0,6.7,0,0,0.03,0.01,46,0,2,0,0,0,71.43,0,50.0,0,0,0,0
Bundesliga 25/26,VfL Wolfsburg,Joakim Mæhle,842364,/joakim-maehle/profil/spieler/369674,D,Defensor,1997-05-20,28.2,7000000.0,6.69,1,2,0.81,1.72,1231,14,16,1,0,3,82.36,14,22.86,35,20,3,1
Bundesliga 25/26,VfL Wolfsburg,Jenson Seelt,1088897,/jenson-seelt/profil/spieler/617755,D,Defensor,2003-05-23,22.2,5000000.0,6.68,0,0,0.2,0.06,696,8,9,0,0,0,86.02,0,66.67,13,5,0,1
Bundesliga 25/26,VfL Wolfsburg,Dženan Pejčinović,1127790,/dzenan-pejcinovic/profil/spieler/819636,F,Atacante,2005-02-15,20.5,15000000.0,6.65,8,0,7.87,0.54,1482,16,30,1,0,23,67.8,13,26.67,10,3,3,6
Bundesliga 25/26,VfL Wolfsburg,Yannick Gerhardt,169255,/yannick-gerhardt/profil/spieler/119277,M,Meio-campo,1994-03-13,31.4,1800000.0,6.63,1,0,0.97,0.98,1069,12,19,1,0,1,81.94,8,12.5,14,9,1,0
Bundesliga 25/26,VfL Wolfsburg,Mattias Svanberg,796987,/mattias-svanberg/profil/spieler/342405,M,Meio-campo,1999-01-05,26.6,8000000.0,6.63,3,1,2.93,0.65,882,8,24,4,1,8,70.8,6,27.27,10,9,1,3
Bundesliga 25/26,VfL Wolfsburg,Lovro Majer,841947,/lovro-majer/profil/spieler/387106,M,Meio-campo,1998-01-17,27.5,8000000.0,6.63,2,3,3.09,2.56,1373,16,28,5,0,7,82.02,22,48.0,26,9,4,5
Bundesliga 25/26,VfL Wolfsburg,Moritz Jenz,920525,/moritz-jenz/profil/spieler/460245,D,Defensor,1999-04-30,26.3,5000000.0,6.62,1,0,0.54,0.21,1789,20,22,6,1,1,89.03,2,0.0,32,12,0,0
Bundesliga 25/26,VfL Wolfsburg,Jeanuël Belocian,1173172,/jeanuel-belocian/profil/spieler/919515,D,Defensor,2005-02-17,20.5,12000000.0,6.61,0,1,0.47,0.69,1547,17,22,3,0,0,89.46,5,58.33,35,16,1,1
Bundesliga 25/26,VfL Wolfsburg,Aaron Zehnter,1127788,/aaron-zehnter/profil/spieler/730484,D,Defensor,2004-10-31,20.8,5000000.0,6.58,2,0,1.28,1.64,1465,17,20,0,0,5,76.85,16,70.0,15,18,1,3
Bundesliga 25/26,VfL Wolfsburg,Pharell Hensel,2114948,/pharell-hensel/profil/spieler/1150105,M,Meio-campo,2007-06-08,18.1,3000000.0,6.53,0,0,0.02,0.03,88,1,5,0,0,0,80.77,0,100.0,1,0,0,0
Bundesliga 25/26,VfL Wolfsburg,Kento Shiogai,1499696,/kento-shiogai/profil/spieler/1144627,F,Atacante,2005-03-26,20.4,8000000.0,6.51,1,0,1.52,0.29,329,2,12,3,0,6,71.43,2,33.33,7,3,1,3
Bundesliga 25/26,VfL Wolfsburg,Saël Kumbedi,1155226,/sael-kumbedi/profil/spieler/951579,D,Defensor,2005-03-26,20.4,12000000.0,6.51,0,5,0.39,2.69,1805,20,24,2,0,0,77.4,17,43.24,45,16,4,1
Bundesliga 25/26,VfL Wolfsburg,Jan Bürger,1568511,/jan-burger/profil/spieler/1009440,D,Defensor,2007-03-10,18.4,3000000.0,6.48,0,0,0.07,0.14,259,2,7,0,0,1,68.75,2,20.0,3,1,0,0
Bundesliga 25/26,VfL Wolfsburg,Jesper Lindstrøm,947929,/jesper-lindstrom/profil/spieler/513245,M,Meio-campo,2000-02-29,25.4,4000000.0,6.42,0,0,0.97,0.43,390,4,13,2,0,5,78.07,4,44.44,8,0,2,1
Bundesliga 25/26,VfL Wolfsburg,Kilian Fischer,995316,/kilian-fischer/profil/spieler/435796,D,Defensor,2000-10-12,24.8,4000000.0,6.29,0,0,0.11,0.32,803,10,11,0,0,0,80.55,3,16.67,20,12,1,0
Bundesliga 25/26,VfL Wolfsburg,Jonas Adjei Adjetey,1218056,,D,Defensor,2003-12-13,21.6,,6.2,0,0,0.08,0.11,137,1,4,1,0,0,72.22,0,50.0,2,1,0,0
Bundesliga 25/26,Eintracht Frankfurt,Can Uzun,1440948,/can-uzun/profil/spieler/816585,M,Meio-campo,2005-11-11,19.7,45000000.0,7.19,8,4,3.93,2.98,1172,15,21,3,0,19,81.62,20,40.0,15,2,4,1
Bundesliga 25/26,Eintracht Frankfurt,Timothy Chandler,40239,/timothy-chandler/profil/spieler/49723,M,Meio-campo,1990-03-29,35.3,350000.0,7.0,0,0,,0.12,10,0,1,0,0,0,80.0,1,0.0,0,0,0,0
Bundesliga 25/26,Eintracht Frankfurt,Robin Koch,581302,/robin-koch/profil/spieler/328784,D,Defensor,1996-07-17,29.0,10000000.0,6.96,3,1,1.38,1.67,2835,32,32,1,1,5,91.77,10,66.67,42,46,1,1
Bundesliga 25/26,Eintracht Frankfurt,Jean-Mattéo Bahoya,1146148,,F,Atacante,2005-05-07,20.2,,6.96,3,4,2.04,3.33,1335,15,27,2,0,9,80.45,31,59.42,31,13,6,0
Bundesliga 25/26,Eintracht Frankfurt,Rasmus Kristensen,921789,/rasmus-kristensen/profil/spieler/369684,D,Defensor,1997-07-11,28.1,10000000.0,6.96,2,0,0.68,1.17,1563,19,22,4,1,6,79.41,8,63.64,46,19,1,0
Bundesliga 25/26,Eintracht Frankfurt,Michael Zetterer,190161,/michael-zetterer/profil/spieler/196813,G,Goleiro,1995-07-12,30.1,4000000.0,6.96,0,0,,0.11,1975,21,22,1,0,0,71.86,0,0.0,0,1,0,0
Bundesliga 25/26,Eintracht Frankfurt,Jonathan Burkardt,939830,/jonathan-burkardt/profil/spieler/333647,F,Atacante,2000-07-11,25.1,30000000.0,6.94,13,1,12.0,0.81,1340,15,22,1,0,21,73.3,9,54.55,8,1,1,8
Bundesliga 25/26,Eintracht Frankfurt,Ritsu Doan,790965,/ritsu-doan/profil/spieler/358504,M,Meio-campo,1998-06-16,27.1,17000000.0,6.85,5,5,3.36,5.62,2379,28,31,5,0,15,77.65,40,42.5,43,17,12,4
Bundesliga 25/26,Eintracht Frankfurt,Farès Chaïbi,1192318,/fares-chaibi/profil/spieler/855015,M,Meio-campo,2002-11-28,22.7,15000000.0,6.83,2,9,2.83,3.9,1797,21,28,2,0,9,78.88,40,50.0,31,14,11,5
Bundesliga 25/26,Eintracht Frankfurt,Arnaud Kalimuendo,954061,/arnaud-kalimuendo/profil/spieler/585959,F,Atacante,2002-01-20,23.5,25000000.0,6.79,6,1,4.04,1.17,1420,17,19,4,0,16,85.71,22,51.22,11,4,3,7
Bundesliga 25/26,Eintracht Frankfurt,Nathaniel Brown,1159759,/nathaniel-brown/profil/spieler/691892,D,Defensor,2003-06-16,22.1,40000000.0,6.79,4,4,2.52,2.89,2658,29,33,3,0,9,84.74,34,43.59,81,26,7,2
Bundesliga 25/26,Eintracht Frankfurt,Arthur Theate,965778,/arthur/profil/spieler/977464,D,Defensor,2000-05-25,25.2,8000000.0,6.78,1,0,1.1,1.27,2143,24,24,8,0,7,89.92,12,50.0,35,30,1,3
Bundesliga 25/26,Eintracht Frankfurt,Hugo Larsson,1142211,/hugo-larsson/profil/spieler/931838,M,Meio-campo,2004-06-27,21.1,28000000.0,6.76,2,2,1.47,1.4,1824,21,25,0,0,6,86.78,19,44.44,19,31,1,0
Bundesliga 25/26,Eintracht Frankfurt,Ayoube Amaimouni Echghouyab,1898148,/ayoube-amaimouni-echghouyab/profil/spieler/799993,F,Atacante,2004-11-30,20.7,10000000.0,6.69,2,3,0.52,0.38,595,6,17,1,0,7,76.98,6,55.56,6,3,1,1
Bundesliga 25/26,Eintracht Frankfurt,Ellyes Skhiri,591706,/ellyes-skhiri/profil/spieler/290587,M,Meio-campo,1995-05-10,30.2,5000000.0,6.69,0,0,0.64,0.73,1450,16,25,1,1,0,88.02,7,58.33,20,26,0,2
Bundesliga 25/26,Eintracht Frankfurt,Nnamdi Collins,1048569,/nnamdi-collins/profil/spieler/684315,D,Defensor,2004-01-10,21.6,20000000.0,6.69,1,2,0.45,0.46,1508,16,23,4,0,1,87.64,3,45.83,49,25,1,1
Bundesliga 25/26,Eintracht Frankfurt,Aurèle Amenda,999276,/aurele-amenda/profil/spieler/635645,D,Defensor,2003-07-31,22.0,10000000.0,6.67,0,0,0.77,0.88,1685,18,24,5,0,2,87.73,6,50.0,15,26,1,2
Bundesliga 25/26,Eintracht Frankfurt,Kauã Santos,1134203,/kaua-santos/profil/spieler/997861,G,Goleiro,2003-04-11,22.3,7000000.0,6.62,0,0,,0.02,1085,13,13,0,0,0,63.0,0,100.0,1,0,0,0
Bundesliga 25/26,Eintracht Frankfurt,Mahmoud Dahoud,341589,/mahmoud-dahoud/profil/spieler/191422,M,Meio-campo,1996-01-01,29.6,2000000.0,6.61,2,3,0.84,0.34,726,8,15,0,0,2,81.32,7,55.56,11,10,0,0
Bundesliga 25/26,Eintracht Frankfurt,Elias Baum,1403018,/elias-baum/profil/spieler/744857,D,Defensor,2005-10-26,19.8,4000000.0,6.6,0,0,,0.05,71,0,5,0,0,0,90.77,1,0.0,1,1,0,0
Bundesliga 25/26,Eintracht Frankfurt,Ansgar Knauff,997012,/ansgar-knauff/profil/spieler/429874,F,Atacante,2002-01-10,23.6,15000000.0,6.58,4,1,3.78,1.8,1332,12,28,3,0,14,70.62,17,40.74,13,9,4,3
Bundesliga 25/26,Eintracht Frankfurt,Love Arrhov,1977245,/love-arrhov/profil/spieler/1184986,M,Meio-campo,2008-05-17,17.2,5000000.0,6.55,0,0,,0.04,77,1,5,1,0,0,73.91,1,33.33,2,0,0,0
Bundesliga 25/26,Eintracht Frankfurt,Oscar Højlund,1149113,/oscar-hojlund/profil/spieler/846310,M,Meio-campo,2005-01-04,20.6,15000000.0,6.54,1,1,0.54,0.81,1099,12,24,2,1,3,89.72,7,41.67,29,7,2,2
Bundesliga 25/26,Eintracht Frankfurt,Mario Götze,66518,/mario-gotze/profil/spieler/74842,M,Meio-campo,1992-06-03,33.2,3000000.0,6.54,0,0,0.57,2.36,879,8,21,1,0,0,83.2,15,35.71,14,5,6,0
Bundesliga 25/26,Eintracht Frankfurt,Jessic Ngankam,906276,/jessic-ngankam/profil/spieler/448177,F,Atacante,2000-07-20,25.0,700000.0,6.43,0,0,,0.01,70,0,3,0,0,0,88.24,0,100.0,0,0,0,0
Bundesliga 25/26,Eintracht Frankfurt,Younes Ebnoutalib,1474296,/younes-ebnoutalib/profil/spieler/692368,F,Atacante,2003-09-13,21.9,8000000.0,6.42,1,0,0.65,0.05,139,2,5,0,0,2,76.19,2,33.33,0,1,0,1
Bundesliga 25/26,Eintracht Frankfurt,Michy Batshuayi,147745,/michy-batshuayi/profil/spieler/179184,F,Atacante,1993-10-02,31.8,2000000.0,6.4,1,0,1.13,0.2,140,1,6,0,0,1,73.68,2,50.0,1,0,0,1
Bundesliga 25/26,Eintracht Frankfurt,Elye Wahi,979315,/elye-wahi/profil/spieler/659542,F,Atacante,2003-01-02,22.6,18000000.0,6.4,0,1,0.8,0.15,330,3,10,1,0,3,83.54,4,14.29,2,0,1,6
Bundesliga 25/26,Eintracht Frankfurt,Aurélio Buta,357752,/aurelio-buta/profil/spieler/258039,D,Defensor,1997-02-10,28.5,2000000.0,6.18,0,0,0.02,0.13,151,1,4,1,0,0,77.94,1,50.0,6,0,0,0
Bundesliga 25/26,TSG Hoffenheim,Vladimír Coufal,138024,/vladimir-coufal/profil/spieler/157672,D,Defensor,1992-08-22,32.9,2500000.0,7.12,1,8,0.88,8.99,3017,34,34,4,0,6,78.21,59,50.0,60,37,16,0
Bundesliga 25/26,TSG Hoffenheim,Wouter Burger,916946,/wouter-burger/profil/spieler/412953,M,Meio-campo,2001-02-16,24.5,20000000.0,7.08,4,5,3.46,5.35,2440,30,30,7,1,13,77.52,51,33.33,72,17,9,4
Bundesliga 25/26,TSG Hoffenheim,Andrej Kramarić,67647,/andrej-kramaric/profil/spieler/46580,F,Atacante,1991-06-19,34.1,2500000.0,7.03,14,6,11.89,5.02,2222,26,34,2,0,33,85.28,36,57.58,8,8,7,8
Bundesliga 25/26,TSG Hoffenheim,Leon Avdullahu,1493305,/leon-avdullahu/profil/spieler/667457,M,Meio-campo,2004-02-23,21.4,30000000.0,7.03,0,1,0.59,2.48,2838,32,33,5,0,2,89.97,22,44.44,47,34,2,0
Bundesliga 25/26,TSG Hoffenheim,Albian Hajdari,1000269,/albian-hajdari/profil/spieler/579459,D,Defensor,2003-05-18,22.2,25000000.0,6.98,1,2,1.73,1.62,2440,28,30,10,0,4,82.8,10,66.67,58,42,4,1
Bundesliga 25/26,TSG Hoffenheim,Bazoumana Touré,1568123,/bazoumana-toure/profil/spieler/1067904,M,Meio-campo,2006-03-02,19.4,40000000.0,6.91,5,9,4.16,5.75,2325,29,30,2,0,13,76.1,46,42.86,34,6,11,3
Bundesliga 25/26,TSG Hoffenheim,Ozan Kabak,857740,/ozan-kabak/profil/spieler/361260,D,Defensor,2000-03-25,25.4,15000000.0,6.88,4,0,4.33,0.84,1763,18,25,5,0,12,84.72,8,60.0,20,25,0,6
Bundesliga 25/26,TSG Hoffenheim,Valentin Gendrey,944899,/valentin-gendrey/profil/spieler/569387,D,Defensor,2000-06-21,25.1,6000000.0,6.87,1,1,0.28,0.56,69,0,8,0,0,1,96.15,3,0.0,1,1,1,1
Bundesliga 25/26,TSG Hoffenheim,Grischa Prömel,253993,/grischa-promel/profil/spieler/234029,M,Meio-campo,1995-01-09,30.6,3500000.0,6.86,7,2,5.09,2.98,1752,16,33,5,0,14,82.0,16,40.0,36,16,3,5
Bundesliga 25/26,TSG Hoffenheim,Bernardo,828571,/bernardo/profil/spieler/364258,D,Defensor,1995-05-14,30.2,4000000.0,6.86,0,0,0.52,1.29,2318,26,29,9,0,0,79.36,9,54.55,68,40,1,0
Bundesliga 25/26,TSG Hoffenheim,Alexander Prass,978062,/alexander-prass/profil/spieler/434116,M,Meio-campo,2001-05-26,24.2,9000000.0,6.81,3,2,1.19,3.25,1318,12,32,4,0,11,76.25,18,53.33,32,7,4,1
Bundesliga 25/26,TSG Hoffenheim,Oliver Baumann,40244,/oliver-baumann/profil/spieler/55089,G,Goleiro,1990-06-02,35.2,2500000.0,6.79,0,0,,0.39,3060,34,34,3,0,0,71.11,1,100.0,0,0,0,0
Bundesliga 25/26,TSG Hoffenheim,Fisnik Asllani,1010117,/fisnik-asllani/profil/spieler/524290,F,Atacante,2002-08-08,23.0,35000000.0,6.73,10,7,8.28,3.93,2354,31,33,2,0,28,68.56,36,42.5,17,7,8,8
Bundesliga 25/26,TSG Hoffenheim,Robin Hranáč,957615,/robin-hranac/profil/spieler/620217,D,Defensor,2000-01-29,25.5,10000000.0,6.72,1,0,2.14,0.49,2251,26,29,5,0,3,86.32,3,50.0,25,17,0,3
Bundesliga 25/26,TSG Hoffenheim,Luka Duric,2216257,/luka-duric/profil/spieler/685484,M,Meio-campo,2003-06-18,22.1,800000.0,6.7,0,0,,0.0,9,0,1,0,0,0,100.0,0,0.0,0,0,0,0
Bundesliga 25/26,TSG Hoffenheim,Muhammed Damar,1128638,/muhammed-damar/profil/spieler/789898,M,Meio-campo,2004-04-09,21.3,5000000.0,6.6,0,0,1.24,0.83,302,2,15,0,0,8,81.6,12,28.57,5,1,1,2
Bundesliga 25/26,TSG Hoffenheim,Tim Lemperle,1014290,/tim-lemperle/profil/spieler/553285,F,Atacante,2002-02-05,23.5,17000000.0,6.55,8,2,8.4,2.36,1959,24,29,1,1,21,70.23,27,37.5,21,6,2,9
Bundesliga 25/26,TSG Hoffenheim,Umut Tohumcu,1083410,/umut-tohumcu/profil/spieler/569031,M,Meio-campo,2004-08-11,21.0,3500000.0,6.54,0,0,0.09,0.01,138,1,5,2,0,0,84.78,0,50.0,3,0,0,0
Bundesliga 25/26,TSG Hoffenheim,Max Moerstedt,1418703,/max-moerstedt/profil/spieler/923595,F,Atacante,2006-01-15,19.5,7000000.0,6.53,2,0,0.83,0.61,411,1,22,2,0,4,73.33,2,57.14,7,0,1,0
Bundesliga 25/26,TSG Hoffenheim,Ihlas Bebou,254297,/ihlas-bebou/profil/spieler/237164,F,Atacante,1994-04-23,31.3,600000.0,6.5,0,0,0.54,0.69,215,0,16,1,0,2,82.61,2,100.0,1,3,2,1
Bundesliga 25/26,TSG Hoffenheim,Cole Campbell,1134578,/cole-campbell/profil/spieler/866579,F,Atacante,2006-02-20,19.4,5000000.0,6.43,0,0,0.15,0.47,99,0,6,0,0,0,84.38,3,100.0,0,0,0,0
Bundesliga 25/26,TSG Hoffenheim,Adam Hložek,963801,/adam-hlozek/profil/spieler/552057,F,Atacante,2002-07-25,23.0,10000000.0,6.33,0,0,0.46,0.01,36,0,5,0,0,1,81.82,0,0.0,0,0,0,2
Bundesliga 25/26,TSG Hoffenheim,Koki Machida,790977,/koki-machida/profil/spieler/415035,D,Defensor,1997-08-25,27.9,6000000.0,6.3,0,0,,0.01,44,1,1,1,0,0,88.89,0,0.0,1,1,0,0
Bundesliga 25/26,TSG Hoffenheim,Kevin Akpoguma,187423,/kevin-akpoguma/profil/spieler/160241,D,Defensor,1995-04-19,30.3,1500000.0,5.53,0,0,,0.01,58,1,8,0,1,0,82.5,0,0.0,4,1,0,0
Bundesliga 25/26,TSG Hoffenheim,Yannick Eduardo,1440627,/yannick-eduardo/profil/spieler/930998,F,Atacante,2006-01-23,19.5,2500000.0,0.0,0,0,,,1,0,1,0,0,0,0.0,0,0.0,0,0,0,0
Bundesliga 25/26,1. FC Köln,Marvin Schwäbe,187185,/marvin-schwabe/profil/spieler/160929,G,Goleiro,1995-04-25,30.3,3000000.0,7.12,0,0,,0.21,3060,34,34,2,0,0,69.64,1,0.0,1,0,1,0
Bundesliga 25/26,1. FC Köln,Jakub Kamiński,801263,/jakub-kaminski/profil/spieler/407098,M,Meio-campo,2002-06-05,23.2,17000000.0,7.1,7,3,7.06,6.41,3019,34,34,4,0,26,80.06,52,48.98,45,23,10,7
Bundesliga 25/26,1. FC Köln,Said El Mala,1800475,/said-el-mala/profil/spieler/1168219,M,Meio-campo,2006-08-26,18.9,45000000.0,6.97,13,4,11.22,2.34,1957,20,34,4,0,31,74.19,21,36.97,24,8,8,17
Bundesliga 25/26,1. FC Köln,Timo Hübers,387220,/timo-hubers/profil/spieler/236981,D,Defensor,1996-07-20,29.0,1500000.0,6.96,0,0,,0.1,669,8,8,0,0,0,87.19,0,100.0,14,11,0,0
Bundesliga 25/26,1. FC Köln,Tom Krauß,930272,/tom-krauss/profil/spieler/405687,M,Meio-campo,2001-06-22,24.1,4500000.0,6.92,0,2,0.37,1.46,1801,19,26,4,0,2,86.21,15,50.0,72,28,2,0
Bundesliga 25/26,1. FC Köln,Ragnar Ache,877544,/ragnar-ache/profil/spieler/416380,F,Atacante,1998-07-28,27.0,9000000.0,6.88,7,4,10.34,1.04,1725,18,29,3,0,22,60.98,28,45.0,13,4,6,13
Bundesliga 25/26,1. FC Köln,Marius Bülter,378340,/marius-bulter/profil/spieler/116088,F,Atacante,1993-03-29,32.3,1800000.0,6.84,5,4,4.37,4.47,1606,18,32,3,0,17,73.13,26,31.58,7,7,7,5
Bundesliga 25/26,1. FC Köln,Eric Martel,988639,/eric-martel/profil/spieler/597000,M,Meio-campo,2002-04-29,23.3,8000000.0,6.84,2,2,2.5,1.17,2564,30,31,10,1,4,86.32,15,50.0,46,35,4,3
Bundesliga 25/26,1. FC Köln,Dominique Heintz,136922,/dominique-heintz/profil/spieler/110036,D,Defensor,1993-08-15,32.0,600000.0,6.81,0,0,,0.06,398,5,9,0,0,0,84.81,1,75.0,3,5,0,0
Bundesliga 25/26,1. FC Köln,Alessio Castro-Montes,839898,,M,Meio-campo,1997-05-17,28.2,,6.81,1,3,1.36,2.18,670,7,14,2,0,1,75.32,23,11.11,18,5,4,1
Bundesliga 25/26,1. FC Köln,Luca Waldschmidt,319861,/luca-waldschmidt/profil/spieler/196095,F,Atacante,1996-05-19,29.2,2000000.0,6.79,5,4,5.54,1.64,684,7,24,1,0,13,75.89,13,43.75,8,4,5,4
Bundesliga 25/26,1. FC Köln,Florian Kainz,78781,/florian-kainz/profil/spieler/106270,M,Meio-campo,1992-10-24,32.8,0.0,6.76,1,1,0.76,0.59,276,2,15,1,0,3,82.32,9,100.0,4,4,0,2
Bundesliga 25/26,1. FC Köln,Jan Uwe Thielmann,1010726,,M,Meio-campo,2002-05-26,23.2,,6.75,3,1,2.3,1.42,1553,20,26,4,0,11,75.12,14,33.33,18,15,1,3
Bundesliga 25/26,1. FC Köln,Ísak Bergmann Jóhannesson,1112327,,M,Meio-campo,2003-03-23,22.4,,6.75,1,2,1.43,3.72,1812,21,31,6,0,4,83.76,34,85.71,27,8,2,0
Bundesliga 25/26,1. FC Köln,Linton Maina,921033,/linton-maina/profil/spieler/335103,M,Meio-campo,1999-06-23,26.1,3000000.0,6.72,2,0,1.35,2.12,1029,9,24,0,0,8,84.64,17,42.86,9,4,6,1
Bundesliga 25/26,1. FC Köln,Denis Huseinbašić,1064842,/denis-huseinbasic/profil/spieler/678479,M,Meio-campo,2001-07-03,24.1,2000000.0,6.67,0,0,0.42,0.33,737,9,15,1,0,0,90.47,4,50.0,17,4,0,0
Bundesliga 25/26,1. FC Köln,Felipe Chávez,1482457,/felipe-chavez/profil/spieler/1009441,M,Meio-campo,2007-04-10,18.3,4000000.0,6.67,0,0,0.34,0.81,138,0,9,0,0,1,87.06,1,0.0,3,2,0,0
Bundesliga 25/26,1. FC Köln,Kristoffer Lund,963043,/kristoffer-lund/profil/spieler/623773,D,Defensor,2002-05-14,23.2,4000000.0,6.66,0,2,0.71,2.23,2289,26,33,2,0,3,76.91,21,55.88,38,26,4,0
Bundesliga 25/26,1. FC Köln,Cenk Özkaçar,953097,/cenk-ozkacar/profil/spieler/615350,D,Defensor,2000-10-06,24.8,4000000.0,6.62,0,0,0.97,0.34,1801,20,25,2,0,4,86.76,5,54.55,33,24,0,3
Bundesliga 25/26,1. FC Köln,Rav van den Berg,1014493,/rav-van-den-berg/profil/spieler/640556,D,Defensor,2004-07-07,21.1,7000000.0,6.61,0,1,,0.12,1138,12,14,0,1,0,93.34,1,0.0,14,14,1,0
Bundesliga 25/26,1. FC Köln,Fynn Schenten,2245371,/fynn-schenten/profil/spieler/1118293,F,Atacante,2007-09-14,17.9,1000000.0,6.58,0,0,0.03,0.2,118,1,7,0,0,0,68.75,1,0.0,0,0,0,0
Bundesliga 25/26,1. FC Köln,Jahmai Simpson-Pusey,1402924,,D,Defensor,2005-11-04,19.7,,6.57,0,0,0.41,0.17,866,10,11,2,1,3,86.62,2,100.0,9,13,0,0
Bundesliga 25/26,1. FC Köln,Youssoupha Niang,2197599,/youssoupha-niang/profil/spieler/944331,F,Atacante,2006-03-25,19.4,2000000.0,6.5,0,0,0.33,0.12,214,2,10,0,0,1,69.57,3,0.0,3,0,0,0
Bundesliga 25/26,1. FC Köln,Sebastian Sebulonsen,1020206,/sebastian-sebulonsen/profil/spieler/592387,D,Defensor,2000-01-27,25.5,5500000.0,6.42,0,0,1.55,3.07,2505,28,31,5,0,5,77.09,21,46.15,44,14,5,0
Bundesliga 25/26,1. FC Köln,Jusuf Gazibegović,907530,/jusuf-gazibegovic/profil/spieler/393745,D,Defensor,2000-03-11,25.4,2000000.0,6.4,0,0,,0.03,22,0,1,0,0,0,83.33,0,0.0,0,0,0,0
Bundesliga 25/26,1. FC Köln,Joel Schmied,965950,/joel-schmied/profil/spieler/322517,D,Defensor,1998-09-23,26.9,3000000.0,6.31,0,0,0.23,0.33,1080,13,16,5,0,0,87.7,2,100.0,11,11,0,0
